transaction_id,sender_actor_id,receiver_actor_id,sender_person_id,receiver_person_id,transaction_type,amount_inr,phase,account_ref,risk_flag,source
TXN-00455,69,91,P069,P091,CASH_DEPOSIT,26345.7,Phase-1,ACCT-32620,WATCH,synthetic_financial_records
TXN-00456,4,81,P004,P081,TRANSFER,1742.68,Phase-1,ACCT-89171,HIGH,synthetic_financial_records
TXN-00457,54,33,P054,P033,CARD_PAYMENT,11028.28,Phase-3,ACCT-68433,NORMAL,synthetic_financial_records
TXN-00458,35,46,P035,P046,UPI,112458.51,Phase-1,ACCT-89881,WATCH,synthetic_financial_records
TXN-00459,87,47,P087,P047,CARD_PAYMENT,56631.27,Phase-1,ACCT-24228,NORMAL,synthetic_financial_records
TXN-00460,65,42,P065,P042,TRANSFER,130510.58,Phase-3,ACCT-71659,HIGH,synthetic_financial_records
TXN-00461,64,4,P064,P004,CARD_PAYMENT,222957.34,Phase-3,ACCT-55761,HIGH,synthetic_financial_records
TXN-00462,62,84,P062,P084,UPI,194526.85,Phase-1,ACCT-13696,HIGH,synthetic_financial_records
TXN-00463,52,80,P052,P080,CASH_WITHDRAWAL,230095.92,Phase-2,ACCT-73190,NORMAL,synthetic_financial_records
TXN-00464,6,66,P006,P066,UPI,211478.55,Phase-2,ACCT-57670,NORMAL,synthetic_financial_records
TXN-00465,104,29,P104,P029,TRANSFER,229182.76,Phase-2,ACCT-29238,WATCH,synthetic_financial_records
TXN-00466,46,104,P046,P104,CASH_WITHDRAWAL,159354.2,Phase-2,ACCT-23611,NORMAL,synthetic_financial_records
TXN-00467,77,80,P077,P080,CASH_WITHDRAWAL,168141.14,Phase-3,ACCT-10427,HIGH,synthetic_financial_records
TXN-00468,51,77,P051,P077,CASH_DEPOSIT,50809.98,Phase-1,ACCT-25480,NORMAL,synthetic_financial_records
TXN-00469,87,28,P087,P028,CASH_DEPOSIT,36815.89,Phase-2,ACCT-36369,NORMAL,synthetic_financial_records
TXN-00470,90,28,P090,P028,TRANSFER,237172.64,Phase-2,ACCT-73535,WATCH,synthetic_financial_records
TXN-00471,4,103,P004,P103,TRANSFER,190832.57,Phase-3,ACCT-43489,HIGH,synthetic_financial_records
TXN-00472,40,25,P040,P025,UPI,146513.2,Phase-2,ACCT-44911,WATCH,synthetic_financial_records
TXN-00473,109,77,P109,P077,UPI,61129.06,Phase-3,ACCT-72489,NORMAL,synthetic_financial_records
TXN-00474,73,59,P073,P059,CASH_DEPOSIT,48751.83,Phase-3,ACCT-73278,HIGH,synthetic_financial_records
TXN-00475,53,12,P053,P012,UPI,77587.71,Phase-2,ACCT-23162,NORMAL,synthetic_financial_records
TXN-00476,94,71,P094,P071,CASH_WITHDRAWAL,195213.05,Phase-3,ACCT-38960,NORMAL,synthetic_financial_records
TXN-00477,85,107,P085,P107,CASH_DEPOSIT,6670.3,Phase-3,ACCT-62135,HIGH,synthetic_financial_records
TXN-00478,34,30,P034,P030,CASH_DEPOSIT,221793.07,Phase-1,ACCT-46473,HIGH,synthetic_financial_records
TXN-00479,51,25,P051,P025,CASH_DEPOSIT,67618.96,Phase-3,ACCT-15794,NORMAL,synthetic_financial_records
TXN-00480,3,85,P003,P085,TRANSFER,69627.98,Phase-2,ACCT-11785,WATCH,synthetic_financial_records
TXN-00481,72,10,P072,P010,CARD_PAYMENT,142834.26,Phase-1,ACCT-30073,HIGH,synthetic_financial_records
TXN-00482,85,72,P085,P072,UPI,126948.76,Phase-2,ACCT-45544,NORMAL,synthetic_financial_records
TXN-00483,84,18,P084,P018,CARD_PAYMENT,27501.88,Phase-1,ACCT-58972,WATCH,synthetic_financial_records
TXN-00484,59,97,P059,P097,UPI,209128.6,Phase-2,ACCT-18191,NORMAL,synthetic_financial_records
TXN-00485,49,85,P049,P085,CARD_PAYMENT,561.18,Phase-3,ACCT-18414,NORMAL,synthetic_financial_records
TXN-00486,12,40,P012,P040,CASH_DEPOSIT,31412.96,Phase-3,ACCT-88975,NORMAL,synthetic_financial_records
TXN-00487,105,72,P105,P072,CARD_PAYMENT,139909.59,Phase-3,ACCT-34823,HIGH,synthetic_financial_records
TXN-00488,18,93,P018,P093,TRANSFER,17503.42,Phase-3,ACCT-86762,HIGH,synthetic_financial_records
TXN-00489,105,45,P105,P045,TRANSFER,130238.85,Phase-3,ACCT-81820,HIGH,synthetic_financial_records
TXN-00490,42,17,P042,P017,CASH_WITHDRAWAL,13560.74,Phase-2,ACCT-45126,WATCH,synthetic_financial_records
TXN-00491,16,61,P016,P061,CASH_WITHDRAWAL,27091.4,Phase-3,ACCT-14195,HIGH,synthetic_financial_records
TXN-00492,18,25,P018,P025,CASH_DEPOSIT,147723.78,Phase-1,ACCT-72489,WATCH,synthetic_financial_records
TXN-00493,78,70,P078,P070,CARD_PAYMENT,106957.48,Phase-1,ACCT-43009,NORMAL,synthetic_financial_records
TXN-00494,56,1,P056,P001,UPI,229594.61,Phase-3,ACCT-79404,HIGH,synthetic_financial_records
TXN-00495,36,37,P036,P037,UPI,141317.85,Phase-3,ACCT-76242,HIGH,synthetic_financial_records
TXN-00496,39,6,P039,P006,CARD_PAYMENT,77369.47,Phase-3,ACCT-64695,WATCH,synthetic_financial_records
TXN-00497,105,39,P105,P039,CASH_DEPOSIT,66670.38,Phase-2,ACCT-17369,WATCH,synthetic_financial_records
TXN-00498,50,38,P050,P038,CASH_WITHDRAWAL,96099.57,Phase-2,ACCT-90684,NORMAL,synthetic_financial_records
TXN-00499,15,46,P015,P046,CASH_DEPOSIT,12141.07,Phase-2,ACCT-47259,HIGH,synthetic_financial_records
TXN-00500,11,78,P011,P078,CASH_WITHDRAWAL,84275.54,Phase-2,ACCT-86536,NORMAL,synthetic_financial_records
