call_id,caller_id,receiver_id,caller_phone,receiver_phone,phase,timestamp,duration_seconds,recording_id,tower_id,source
CALL-0506,P006,P001,9362950628,9786579303,5,Phase-5,182,REC-0506,TWR-0020,call_records_synthetic
CALL-0507,P006,P001,9362950628,9786579303,5,Phase-5,588,REC-0507,TWR-0023,call_records_synthetic
CALL-0508,P006,P001,9362950628,9786579303,5,Phase-5,66,REC-0508,TWR-0030,call_records_synthetic
CALL-0509,P006,P001,9362950628,9786579303,5,Phase-5,884,REC-0509,TWR-0019,call_records_synthetic
CALL-0510,P006,P001,9362950628,9786579303,5,Phase-5,408,REC-0510,TWR-0022,call_records_synthetic
CALL-0511,P076,P001,9174684276,9786579303,5,Phase-5,626,REC-0511,TWR-0021,call_records_synthetic
CALL-0512,P076,P001,9174684276,9786579303,5,Phase-5,595,REC-0512,TWR-0005,call_records_synthetic
CALL-0513,P011,P001,9826600539,9786579303,5,Phase-5,181,REC-0513,TWR-0029,call_records_synthetic
CALL-0514,P011,P001,9826600539,9786579303,5,Phase-5,470,REC-0514,TWR-0017,call_records_synthetic
CALL-0515,P011,P001,9826600539,9786579303,5,Phase-5,160,REC-0515,TWR-0004,call_records_synthetic
CALL-0516,P011,P001,9826600539,9786579303,5,Phase-5,72,REC-0516,TWR-0018,call_records_synthetic
CALL-0517,P011,P001,9826600539,9786579303,5,Phase-5,345,REC-0517,TWR-0005,call_records_synthetic
CALL-0518,P084,P001,9208449460,9786579303,5,Phase-5,403,REC-0518,TWR-0002,call_records_synthetic
CALL-0519,P084,P001,9208449460,9786579303,5,Phase-5,845,REC-0519,TWR-0011,call_records_synthetic
CALL-0520,P031,P001,9550455977,9786579303,5,Phase-5,70,REC-0520,TWR-0008,call_records_synthetic
CALL-0521,P031,P001,9550455977,9786579303,5,Phase-5,396,REC-0521,TWR-0015,call_records_synthetic
CALL-0522,P031,P001,9550455977,9786579303,5,Phase-5,245,REC-0522,TWR-0014,call_records_synthetic
CALL-0523,P108,P001,9596348124,9786579303,5,Phase-5,728,REC-0523,TWR-0016,call_records_synthetic
CALL-0524,P108,P001,9596348124,9786579303,5,Phase-5,285,REC-0524,TWR-0025,call_records_synthetic
CALL-0525,P108,P001,9596348124,9786579303,5,Phase-5,712,REC-0525,TWR-0003,call_records_synthetic
CALL-0526,P108,P001,9596348124,9786579303,5,Phase-5,135,REC-0526,TWR-0023,call_records_synthetic
CALL-0527,P100,P001,9176667861,9786579303,5,Phase-5,392,REC-0527,TWR-0019,call_records_synthetic
CALL-0528,P082,P001,9185675980,9786579303,5,Phase-5,828,REC-0528,TWR-0013,call_records_synthetic
CALL-0529,P019,P001,9200604502,9786579303,5,Phase-5,603,REC-0529,TWR-0017,call_records_synthetic
CALL-0530,P001,P004,9786579303,9896233790,5,Phase-5,446,REC-0530,TWR-0024,call_records_synthetic
CALL-0531,P001,P004,9786579303,9896233790,5,Phase-5,665,REC-0531,TWR-0028,call_records_synthetic
CALL-0532,P001,P004,9786579303,9896233790,5,Phase-5,797,REC-0532,TWR-0011,call_records_synthetic
CALL-0533,P001,P089,9786579303,9995619255,5,Phase-5,188,REC-0533,TWR-0008,call_records_synthetic
CALL-0534,P001,P089,9786579303,9995619255,5,Phase-5,272,REC-0534,TWR-0027,call_records_synthetic
CALL-0535,P007,P089,9339670711,9995619255,5,Phase-5,196,REC-0535,TWR-0005,call_records_synthetic
CALL-0536,P076,P089,9174684276,9995619255,5,Phase-5,849,REC-0536,TWR-0002,call_records_synthetic
CALL-0537,P001,P083,9786579303,9349957310,5,Phase-5,860,REC-0537,TWR-0026,call_records_synthetic
CALL-0538,P001,P083,9786579303,9349957310,5,Phase-5,211,REC-0538,TWR-0009,call_records_synthetic
CALL-0539,P086,P083,9398471886,9349957310,5,Phase-5,452,REC-0539,TWR-0004,call_records_synthetic
CALL-0540,P086,P083,9398471886,9349957310,5,Phase-5,55,REC-0540,TWR-0001,call_records_synthetic
CALL-0541,P001,P003,9786579303,9126855092,5,Phase-5,213,REC-0541,TWR-0023,call_records_synthetic
CALL-0542,P001,P003,9786579303,9126855092,5,Phase-5,784,REC-0542,TWR-0022,call_records_synthetic
CALL-0543,P001,P003,9786579303,9126855092,5,Phase-5,370,REC-0543,TWR-0004,call_records_synthetic
CALL-0544,P001,P003,9786579303,9126855092,5,Phase-5,831,REC-0544,TWR-0001,call_records_synthetic
CALL-0545,P001,P003,9786579303,9126855092,5,Phase-5,451,REC-0545,TWR-0006,call_records_synthetic
CALL-0546,P085,P003,9508157429,9126855092,5,Phase-5,851,REC-0546,TWR-0026,call_records_synthetic
CALL-0547,P012,P003,9895285932,9126855092,5,Phase-5,715,REC-0547,TWR-0004,call_records_synthetic
CALL-0548,P001,P005,9786579303,9395310485,5,Phase-5,782,REC-0548,TWR-0014,call_records_synthetic
CALL-0549,P001,P005,9786579303,9395310485,5,Phase-5,860,REC-0549,TWR-0001,call_records_synthetic
CALL-0550,P001,P005,9786579303,9395310485,5,Phase-5,284,REC-0550,TWR-0016,call_records_synthetic
CALL-0551,P008,P005,9249827706,9395310485,5,Phase-5,303,REC-0551,TWR-0011,call_records_synthetic
CALL-0552,P085,P088,9508157429,9782560971,5,Phase-5,193,REC-0552,TWR-0005,call_records_synthetic
CALL-0553,P085,P088,9508157429,9782560971,5,Phase-5,836,REC-0553,TWR-0020,call_records_synthetic
CALL-0554,P001,P085,9786579303,9508157429,5,Phase-5,748,REC-0554,TWR-0009,call_records_synthetic
CALL-0555,P001,P085,9786579303,9508157429,5,Phase-5,140,REC-0555,TWR-0024,call_records_synthetic
CALL-0556,P001,P085,9786579303,9508157429,5,Phase-5,421,REC-0556,TWR-0007,call_records_synthetic
CALL-0557,P001,P085,9786579303,9508157429,5,Phase-5,69,REC-0557,TWR-0022,call_records_synthetic
CALL-0558,P001,P085,9786579303,9508157429,5,Phase-5,511,REC-0558,TWR-0011,call_records_synthetic
CALL-0559,P088,P085,9782560971,9508157429,5,Phase-5,257,REC-0559,TWR-0025,call_records_synthetic
CALL-0560,P083,P086,9349957310,9398471886,5,Phase-5,234,REC-0560,TWR-0015,call_records_synthetic
CALL-0561,P083,P086,9349957310,9398471886,5,Phase-5,866,REC-0561,TWR-0008,call_records_synthetic
CALL-0562,P001,P002,9786579303,9219540831,5,Phase-5,501,REC-0562,TWR-0007,call_records_synthetic
CALL-0563,P001,P002,9786579303,9219540831,5,Phase-5,388,REC-0563,TWR-0020,call_records_synthetic
CALL-0564,P001,P002,9786579303,9219540831,5,Phase-5,342,REC-0564,TWR-0015,call_records_synthetic
CALL-0565,P001,P006,9786579303,9362950628,5,Phase-5,870,REC-0565,TWR-0029,call_records_synthetic
CALL-0566,P001,P006,9786579303,9362950628,5,Phase-5,844,REC-0566,TWR-0012,call_records_synthetic
CALL-0567,P001,P006,9786579303,9362950628,5,Phase-5,263,REC-0567,TWR-0011,call_records_synthetic
CALL-0568,P108,P006,9596348124,9362950628,5,Phase-5,258,REC-0568,TWR-0007,call_records_synthetic
CALL-0569,P001,P008,9786579303,9249827706,5,Phase-5,54,REC-0569,TWR-0011,call_records_synthetic
CALL-0570,P001,P055,9786579303,9748245888,5,Phase-5,705,REC-0570,TWR-0018,call_records_synthetic
CALL-0571,P001,P055,9786579303,9748245888,5,Phase-5,227,REC-0571,TWR-0019,call_records_synthetic
CALL-0572,P001,P055,9786579303,9748245888,5,Phase-5,438,REC-0572,TWR-0009,call_records_synthetic
CALL-0573,P001,P047,9786579303,9919795579,5,Phase-5,366,REC-0573,TWR-0029,call_records_synthetic
CALL-0574,P001,P076,9786579303,9174684276,5,Phase-5,315,REC-0574,TWR-0010,call_records_synthetic
CALL-0575,P001,P076,9786579303,9174684276,5,Phase-5,101,REC-0575,TWR-0001,call_records_synthetic
CALL-0576,P001,P076,9786579303,9174684276,5,Phase-5,821,REC-0576,TWR-0013,call_records_synthetic
CALL-0577,P001,P076,9786579303,9174684276,5,Phase-5,315,REC-0577,TWR-0022,call_records_synthetic
CALL-0578,P001,P076,9786579303,9174684276,5,Phase-5,389,REC-0578,TWR-0014,call_records_synthetic
CALL-0579,P003,P009,9126855092,9890779946,5,Phase-5,686,REC-0579,TWR-0028,call_records_synthetic
CALL-0580,P003,P009,9126855092,9890779946,5,Phase-5,551,REC-0580,TWR-0021,call_records_synthetic
CALL-0581,P012,P009,9895285932,9890779946,5,Phase-5,439,REC-0581,TWR-0029,call_records_synthetic
CALL-0582,P012,P009,9895285932,9890779946,5,Phase-5,725,REC-0582,TWR-0032,call_records_synthetic
CALL-0583,P001,P034,9786579303,9732719211,5,Phase-5,893,REC-0583,TWR-0008,call_records_synthetic
CALL-0584,P031,P013,9550455977,9685582861,5,Phase-5,579,REC-0584,TWR-0027,call_records_synthetic
CALL-0585,P001,P031,9786579303,9550455977,5,Phase-5,369,REC-0585,TWR-0011,call_records_synthetic
CALL-0586,P003,P031,9126855092,9550455977,5,Phase-5,58,REC-0586,TWR-0013,call_records_synthetic
CALL-0587,P003,P031,9126855092,9550455977,5,Phase-5,148,REC-0587,TWR-0008,call_records_synthetic
CALL-0588,P003,P031,9126855092,9550455977,5,Phase-5,297,REC-0588,TWR-0012,call_records_synthetic
CALL-0589,P003,P031,9126855092,9550455977,5,Phase-5,212,REC-0589,TWR-0012,call_records_synthetic
CALL-0590,P012,P031,9895285932,9550455977,5,Phase-5,624,REC-0590,TWR-0014,call_records_synthetic
CALL-0591,P012,P031,9895285932,9550455977,5,Phase-5,301,REC-0591,TWR-0007,call_records_synthetic
CALL-0592,P012,P031,9895285932,9550455977,5,Phase-5,69,REC-0592,TWR-0008,call_records_synthetic
CALL-0593,P001,P012,9786579303,9895285932,5,Phase-5,141,REC-0593,TWR-0025,call_records_synthetic
CALL-0594,P001,P012,9786579303,9895285932,5,Phase-5,640,REC-0594,TWR-0001,call_records_synthetic
CALL-0595,P003,P012,9126855092,9895285932,5,Phase-5,474,REC-0595,TWR-0018,call_records_synthetic
CALL-0596,P003,P012,9126855092,9895285932,5,Phase-5,383,REC-0596,TWR-0009,call_records_synthetic
CALL-0597,P003,P012,9126855092,9895285932,5,Phase-5,776,REC-0597,TWR-0021,call_records_synthetic
CALL-0598,P003,P012,9126855092,9895285932,5,Phase-5,835,REC-0598,TWR-0029,call_records_synthetic
CALL-0599,P032,P012,9336696312,9895285932,5,Phase-5,351,REC-0599,TWR-0007,call_records_synthetic
CALL-0600,P018,P012,9131994523,9895285932,5,Phase-5,476,REC-0600,TWR-0004,call_records_synthetic
CALL-0601,P018,P012,9131994523,9895285932,5,Phase-5,650,REC-0601,TWR-0004,call_records_synthetic
CALL-0602,P018,P012,9131994523,9895285932,5,Phase-5,553,REC-0602,TWR-0003,call_records_synthetic
CALL-0603,P017,P012,9134126396,9895285932,5,Phase-5,148,REC-0603,TWR-0014,call_records_synthetic
CALL-0604,P017,P012,9134126396,9895285932,5,Phase-5,424,REC-0604,TWR-0016,call_records_synthetic
CALL-0605,P012,P018,9895285932,9131994523,5,Phase-5,620,REC-0605,TWR-0010,call_records_synthetic
CALL-0606,P012,P025,9895285932,9702632297,5,Phase-5,224,REC-0606,TWR-0019,call_records_synthetic
CALL-0607,P001,P082,9786579303,9185675980,5,Phase-5,290,REC-0607,TWR-0023,call_records_synthetic
CALL-0608,P001,P019,9786579303,9200604502,5,Phase-5,75,REC-0608,TWR-0031,call_records_synthetic
CALL-0609,P001,P015,9786579303,9734036506,5,Phase-5,755,REC-0609,TWR-0030,call_records_synthetic
CALL-0610,P001,P015,9786579303,9734036506,5,Phase-5,476,REC-0610,TWR-0002,call_records_synthetic
CALL-0611,P083,P001,9349957310,9786579303,6,Phase-6,31,REC-0611,TWR-0024,call_records_synthetic
CALL-0612,P003,P001,9126855092,9786579303,6,Phase-6,562,REC-0612,TWR-0017,call_records_synthetic
CALL-0613,P003,P001,9126855092,9786579303,6,Phase-6,855,REC-0613,TWR-0004,call_records_synthetic
CALL-0614,P003,P001,9126855092,9786579303,6,Phase-6,581,REC-0614,TWR-0026,call_records_synthetic
CALL-0615,P003,P001,9126855092,9786579303,6,Phase-6,733,REC-0615,TWR-0020,call_records_synthetic
CALL-0616,P003,P001,9126855092,9786579303,6,Phase-6,766,REC-0616,TWR-0006,call_records_synthetic
CALL-0617,P005,P001,9395310485,9786579303,6,Phase-6,789,REC-0617,TWR-0025,call_records_synthetic
CALL-0618,P005,P001,9395310485,9786579303,6,Phase-6,784,REC-0618,TWR-0001,call_records_synthetic
CALL-0619,P005,P001,9395310485,9786579303,6,Phase-6,716,REC-0619,TWR-0019,call_records_synthetic
CALL-0620,P005,P001,9395310485,9786579303,6,Phase-6,231,REC-0620,TWR-0013,call_records_synthetic
CALL-0621,P005,P001,9395310485,9786579303,6,Phase-6,402,REC-0621,TWR-0026,call_records_synthetic
CALL-0622,P085,P001,9508157429,9786579303,6,Phase-6,471,REC-0622,TWR-0003,call_records_synthetic
CALL-0623,P085,P001,9508157429,9786579303,6,Phase-6,101,REC-0623,TWR-0006,call_records_synthetic
CALL-0624,P002,P001,9219540831,9786579303,6,Phase-6,710,REC-0624,TWR-0030,call_records_synthetic
CALL-0625,P002,P001,9219540831,9786579303,6,Phase-6,368,REC-0625,TWR-0012,call_records_synthetic
CALL-0626,P002,P001,9219540831,9786579303,6,Phase-6,668,REC-0626,TWR-0013,call_records_synthetic
CALL-0627,P002,P001,9219540831,9786579303,6,Phase-6,351,REC-0627,TWR-0002,call_records_synthetic
CALL-0628,P002,P001,9219540831,9786579303,6,Phase-6,709,REC-0628,TWR-0014,call_records_synthetic
CALL-0629,P006,P001,9362950628,9786579303,6,Phase-6,898,REC-0629,TWR-0004,call_records_synthetic
CALL-0630,P006,P001,9362950628,9786579303,6,Phase-6,157,REC-0630,TWR-0028,call_records_synthetic
CALL-0631,P006,P001,9362950628,9786579303,6,Phase-6,767,REC-0631,TWR-0030,call_records_synthetic
CALL-0632,P006,P001,9362950628,9786579303,6,Phase-6,337,REC-0632,TWR-0010,call_records_synthetic
CALL-0633,P006,P001,9362950628,9786579303,6,Phase-6,549,REC-0633,TWR-0003,call_records_synthetic
CALL-0634,P008,P001,9249827706,9786579303,6,Phase-6,346,REC-0634,TWR-0018,call_records_synthetic
CALL-0635,P008,P001,9249827706,9786579303,6,Phase-6,712,REC-0635,TWR-0007,call_records_synthetic
CALL-0636,P076,P001,9174684276,9786579303,6,Phase-6,448,REC-0636,TWR-0028,call_records_synthetic
CALL-0637,P076,P001,9174684276,9786579303,6,Phase-6,364,REC-0637,TWR-0032,call_records_synthetic
CALL-0638,P076,P001,9174684276,9786579303,6,Phase-6,442,REC-0638,TWR-0009,call_records_synthetic
CALL-0639,P076,P001,9174684276,9786579303,6,Phase-6,743,REC-0639,TWR-0001,call_records_synthetic
CALL-0640,P076,P001,9174684276,9786579303,6,Phase-6,332,REC-0640,TWR-0001,call_records_synthetic
CALL-0641,P011,P001,9826600539,9786579303,6,Phase-6,597,REC-0641,TWR-0019,call_records_synthetic
CALL-0642,P011,P001,9826600539,9786579303,6,Phase-6,160,REC-0642,TWR-0032,call_records_synthetic
CALL-0643,P011,P001,9826600539,9786579303,6,Phase-6,226,REC-0643,TWR-0011,call_records_synthetic
CALL-0644,P011,P001,9826600539,9786579303,6,Phase-6,460,REC-0644,TWR-0018,call_records_synthetic
CALL-0645,P011,P001,9826600539,9786579303,6,Phase-6,710,REC-0645,TWR-0017,call_records_synthetic
CALL-0646,P084,P001,9208449460,9786579303,6,Phase-6,418,REC-0646,TWR-0003,call_records_synthetic
CALL-0647,P084,P001,9208449460,9786579303,6,Phase-6,723,REC-0647,TWR-0020,call_records_synthetic
CALL-0648,P012,P001,9895285932,9786579303,6,Phase-6,796,REC-0648,TWR-0021,call_records_synthetic
CALL-0649,P012,P001,9895285932,9786579303,6,Phase-6,208,REC-0649,TWR-0023,call_records_synthetic
CALL-0650,P082,P001,9185675980,9786579303,6,Phase-6,660,REC-0650,TWR-0011,call_records_synthetic
CALL-0651,P019,P001,9200604502,9786579303,6,Phase-6,612,REC-0651,TWR-0032,call_records_synthetic
CALL-0652,P019,P001,9200604502,9786579303,6,Phase-6,338,REC-0652,TWR-0013,call_records_synthetic
CALL-0653,P019,P001,9200604502,9786579303,6,Phase-6,445,REC-0653,TWR-0029,call_records_synthetic
CALL-0654,P019,P001,9200604502,9786579303,6,Phase-6,591,REC-0654,TWR-0016,call_records_synthetic
CALL-0655,P019,P001,9200604502,9786579303,6,Phase-6,883,REC-0655,TWR-0011,call_records_synthetic
CALL-0656,P077,P001,9149203558,9786579303,6,Phase-6,30,REC-0656,TWR-0022,call_records_synthetic
CALL-0657,P077,P001,9149203558,9786579303,6,Phase-6,341,REC-0657,TWR-0017,call_records_synthetic
CALL-0658,P087,P001,9586845604,9786579303,6,Phase-6,323,REC-0658,TWR-0012,call_records_synthetic
CALL-0659,P087,P001,9586845604,9786579303,6,Phase-6,245,REC-0659,TWR-0016,call_records_synthetic
CALL-0660,P087,P001,9586845604,9786579303,6,Phase-6,470,REC-0660,TWR-0011,call_records_synthetic
CALL-0661,P020,P001,9334760738,9786579303,6,Phase-6,834,REC-0661,TWR-0018,call_records_synthetic
CALL-0662,P020,P001,9334760738,9786579303,6,Phase-6,623,REC-0662,TWR-0019,call_records_synthetic
CALL-0663,P020,P001,9334760738,9786579303,6,Phase-6,651,REC-0663,TWR-0028,call_records_synthetic
CALL-0664,P020,P001,9334760738,9786579303,6,Phase-6,700,REC-0664,TWR-0014,call_records_synthetic
CALL-0665,P020,P001,9334760738,9786579303,6,Phase-6,359,REC-0665,TWR-0016,call_records_synthetic
CALL-0666,P015,P001,9734036506,9786579303,6,Phase-6,506,REC-0666,TWR-0010,call_records_synthetic
CALL-0667,P001,P004,9786579303,9896233790,6,Phase-6,482,REC-0667,TWR-0021,call_records_synthetic
CALL-0668,P001,P083,9786579303,9349957310,6,Phase-6,482,REC-0668,TWR-0018,call_records_synthetic
CALL-0669,P001,P083,9786579303,9349957310,6,Phase-6,721,REC-0669,TWR-0001,call_records_synthetic
CALL-0670,P001,P083,9786579303,9349957310,6,Phase-6,248,REC-0670,TWR-0031,call_records_synthetic
CALL-0671,P001,P083,9786579303,9349957310,6,Phase-6,553,REC-0671,TWR-0004,call_records_synthetic
CALL-0672,P001,P083,9786579303,9349957310,6,Phase-6,514,REC-0672,TWR-0025,call_records_synthetic
CALL-0673,P003,P083,9126855092,9349957310,6,Phase-6,842,REC-0673,TWR-0032,call_records_synthetic
CALL-0674,P001,P003,9786579303,9126855092,6,Phase-6,845,REC-0674,TWR-0032,call_records_synthetic
CALL-0675,P001,P003,9786579303,9126855092,6,Phase-6,783,REC-0675,TWR-0011,call_records_synthetic
CALL-0676,P001,P003,9786579303,9126855092,6,Phase-6,203,REC-0676,TWR-0025,call_records_synthetic
CALL-0677,P001,P003,9786579303,9126855092,6,Phase-6,704,REC-0677,TWR-0022,call_records_synthetic
CALL-0678,P001,P003,9786579303,9126855092,6,Phase-6,116,REC-0678,TWR-0031,call_records_synthetic
CALL-0679,P005,P003,9395310485,9126855092,6,Phase-6,320,REC-0679,TWR-0001,call_records_synthetic
CALL-0680,P005,P003,9395310485,9126855092,6,Phase-6,557,REC-0680,TWR-0017,call_records_synthetic
CALL-0681,P005,P003,9395310485,9126855092,6,Phase-6,709,REC-0681,TWR-0017,call_records_synthetic
CALL-0682,P002,P003,9219540831,9126855092,6,Phase-6,678,REC-0682,TWR-0029,call_records_synthetic
CALL-0683,P002,P003,9219540831,9126855092,6,Phase-6,664,REC-0683,TWR-0004,call_records_synthetic
CALL-0684,P076,P003,9174684276,9126855092,6,Phase-6,373,REC-0684,TWR-0015,call_records_synthetic
CALL-0685,P076,P003,9174684276,9126855092,6,Phase-6,125,REC-0685,TWR-0009,call_records_synthetic
CALL-0686,P076,P003,9174684276,9126855092,6,Phase-6,868,REC-0686,TWR-0019,call_records_synthetic
CALL-0687,P076,P003,9174684276,9126855092,6,Phase-6,799,REC-0687,TWR-0029,call_records_synthetic
CALL-0688,P012,P003,9895285932,9126855092,6,Phase-6,270,REC-0688,TWR-0032,call_records_synthetic
CALL-0689,P012,P003,9895285932,9126855092,6,Phase-6,718,REC-0689,TWR-0024,call_records_synthetic
CALL-0690,P012,P003,9895285932,9126855092,6,Phase-6,347,REC-0690,TWR-0032,call_records_synthetic
CALL-0691,P012,P003,9895285932,9126855092,6,Phase-6,260,REC-0691,TWR-0011,call_records_synthetic
CALL-0692,P012,P003,9895285932,9126855092,6,Phase-6,855,REC-0692,TWR-0008,call_records_synthetic
CALL-0693,P019,P003,9200604502,9126855092,6,Phase-6,233,REC-0693,TWR-0008,call_records_synthetic
CALL-0694,P077,P003,9149203558,9126855092,6,Phase-6,180,REC-0694,TWR-0028,call_records_synthetic
CALL-0695,P077,P003,9149203558,9126855092,6,Phase-6,55,REC-0695,TWR-0017,call_records_synthetic
CALL-0696,P087,P003,9586845604,9126855092,6,Phase-6,77,REC-0696,TWR-0016,call_records_synthetic
CALL-0697,P015,P003,9734036506,9126855092,6,Phase-6,280,REC-0697,TWR-0013,call_records_synthetic
CALL-0698,P001,P005,9786579303,9395310485,6,Phase-6,516,REC-0698,TWR-0027,call_records_synthetic
CALL-0699,P001,P005,9786579303,9395310485,6,Phase-6,655,REC-0699,TWR-0007,call_records_synthetic
CALL-0700,P001,P005,9786579303,9395310485,6,Phase-6,900,REC-0700,TWR-0017,call_records_synthetic
CALL-0701,P001,P005,9786579303,9395310485,6,Phase-6,816,REC-0701,TWR-0013,call_records_synthetic
CALL-0702,P001,P005,9786579303,9395310485,6,Phase-6,104,REC-0702,TWR-0004,call_records_synthetic
CALL-0703,P001,P085,9786579303,9508157429,6,Phase-6,496,REC-0703,TWR-0029,call_records_synthetic
CALL-0704,P001,P085,9786579303,9508157429,6,Phase-6,454,REC-0704,TWR-0032,call_records_synthetic
CALL-0705,P001,P085,9786579303,9508157429,6,Phase-6,674,REC-0705,TWR-0007,call_records_synthetic
CALL-0706,P001,P085,9786579303,9508157429,6,Phase-6,619,REC-0706,TWR-0032,call_records_synthetic
CALL-0707,P001,P085,9786579303,9508157429,6,Phase-6,229,REC-0707,TWR-0020,call_records_synthetic
CALL-0708,P003,P085,9126855092,9508157429,6,Phase-6,765,REC-0708,TWR-0015,call_records_synthetic
CALL-0709,P084,P085,9208449460,9508157429,6,Phase-6,743,REC-0709,TWR-0006,call_records_synthetic
CALL-0710,P001,P002,9786579303,9219540831,6,Phase-6,423,REC-0710,TWR-0013,call_records_synthetic
CALL-0711,P001,P002,9786579303,9219540831,6,Phase-6,536,REC-0711,TWR-0015,call_records_synthetic
CALL-0712,P001,P002,9786579303,9219540831,6,Phase-6,439,REC-0712,TWR-0017,call_records_synthetic
CALL-0713,P001,P002,9786579303,9219540831,6,Phase-6,279,REC-0713,TWR-0010,call_records_synthetic
CALL-0714,P001,P002,9786579303,9219540831,6,Phase-6,181,REC-0714,TWR-0021,call_records_synthetic
CALL-0715,P001,P008,9786579303,9249827706,6,Phase-6,701,REC-0715,TWR-0016,call_records_synthetic
CALL-0716,P001,P008,9786579303,9249827706,6,Phase-6,734,REC-0716,TWR-0022,call_records_synthetic
CALL-0717,P001,P008,9786579303,9249827706,6,Phase-6,35,REC-0717,TWR-0024,call_records_synthetic
CALL-0718,P001,P008,9786579303,9249827706,6,Phase-6,798,REC-0718,TWR-0009,call_records_synthetic
CALL-0719,P001,P008,9786579303,9249827706,6,Phase-6,818,REC-0719,TWR-0014,call_records_synthetic
CALL-0720,P003,P008,9126855092,9249827706,6,Phase-6,139,REC-0720,TWR-0023,call_records_synthetic
CALL-0721,P003,P008,9126855092,9249827706,6,Phase-6,827,REC-0721,TWR-0007,call_records_synthetic
CALL-0722,P005,P008,9395310485,9249827706,6,Phase-6,465,REC-0722,TWR-0007,call_records_synthetic
CALL-0723,P005,P008,9395310485,9249827706,6,Phase-6,254,REC-0723,TWR-0010,call_records_synthetic
CALL-0724,P085,P008,9508157429,9249827706,6,Phase-6,210,REC-0724,TWR-0009,call_records_synthetic
CALL-0725,P001,P076,9786579303,9174684276,6,Phase-6,853,REC-0725,TWR-0002,call_records_synthetic
CALL-0726,P001,P076,9786579303,9174684276,6,Phase-6,742,REC-0726,TWR-0018,call_records_synthetic
CALL-0727,P001,P076,9786579303,9174684276,6,Phase-6,560,REC-0727,TWR-0006,call_records_synthetic
CALL-0728,P001,P076,9786579303,9174684276,6,Phase-6,505,REC-0728,TWR-0018,call_records_synthetic
CALL-0729,P001,P076,9786579303,9174684276,6,Phase-6,81,REC-0729,TWR-0030,call_records_synthetic
CALL-0730,P003,P076,9126855092,9174684276,6,Phase-6,600,REC-0730,TWR-0021,call_records_synthetic
CALL-0731,P003,P076,9126855092,9174684276,6,Phase-6,285,REC-0731,TWR-0031,call_records_synthetic
CALL-0732,P003,P076,9126855092,9174684276,6,Phase-6,898,REC-0732,TWR-0005,call_records_synthetic
CALL-0733,P003,P076,9126855092,9174684276,6,Phase-6,154,REC-0733,TWR-0022,call_records_synthetic
CALL-0734,P003,P076,9126855092,9174684276,6,Phase-6,497,REC-0734,TWR-0003,call_records_synthetic
CALL-0735,P085,P076,9508157429,9174684276,6,Phase-6,166,REC-0735,TWR-0019,call_records_synthetic
CALL-0736,P012,P076,9895285932,9174684276,6,Phase-6,850,REC-0736,TWR-0027,call_records_synthetic
CALL-0737,P012,P076,9895285932,9174684276,6,Phase-6,505,REC-0737,TWR-0010,call_records_synthetic
CALL-0738,P012,P076,9895285932,9174684276,6,Phase-6,713,REC-0738,TWR-0012,call_records_synthetic
CALL-0739,P012,P076,9895285932,9174684276,6,Phase-6,573,REC-0739,TWR-0012,call_records_synthetic
CALL-0740,P012,P076,9895285932,9174684276,6,Phase-6,602,REC-0740,TWR-0003,call_records_synthetic
CALL-0741,P078,P076,9810026086,9174684276,6,Phase-6,639,REC-0741,TWR-0028,call_records_synthetic
CALL-0742,P078,P076,9810026086,9174684276,6,Phase-6,354,REC-0742,TWR-0032,call_records_synthetic
CALL-0743,P078,P076,9810026086,9174684276,6,Phase-6,803,REC-0743,TWR-0003,call_records_synthetic
CALL-0744,P078,P076,9810026086,9174684276,6,Phase-6,483,REC-0744,TWR-0015,call_records_synthetic
CALL-0745,P078,P076,9810026086,9174684276,6,Phase-6,657,REC-0745,TWR-0012,call_records_synthetic
CALL-0746,P015,P076,9734036506,9174684276,6,Phase-6,864,REC-0746,TWR-0025,call_records_synthetic
CALL-0747,P015,P076,9734036506,9174684276,6,Phase-6,766,REC-0747,TWR-0017,call_records_synthetic
CALL-0748,P003,P009,9126855092,9890779946,6,Phase-6,546,REC-0748,TWR-0027,call_records_synthetic
CALL-0749,P003,P009,9126855092,9890779946,6,Phase-6,466,REC-0749,TWR-0018,call_records_synthetic
CALL-0750,P003,P009,9126855092,9890779946,6,Phase-6,880,REC-0750,TWR-0016,call_records_synthetic
CALL-0751,P012,P009,9895285932,9890779946,6,Phase-6,591,REC-0751,TWR-0010,call_records_synthetic
CALL-0752,P012,P013,9895285932,9685582861,6,Phase-6,486,REC-0752,TWR-0011,call_records_synthetic
CALL-0753,P012,P013,9895285932,9685582861,6,Phase-6,192,REC-0753,TWR-0001,call_records_synthetic
CALL-0754,P012,P013,9895285932,9685582861,6,Phase-6,791,REC-0754,TWR-0014,call_records_synthetic
CALL-0755,P012,P031,9895285932,9550455977,6,Phase-6,516,REC-0755,TWR-0024,call_records_synthetic
CALL-0756,P001,P012,9786579303,9895285932,6,Phase-6,490,REC-0756,TWR-0002,call_records_synthetic
CALL-0757,P001,P012,9786579303,9895285932,6,Phase-6,295,REC-0757,TWR-0024,call_records_synthetic
CALL-0758,P003,P012,9126855092,9895285932,6,Phase-6,799,REC-0758,TWR-0014,call_records_synthetic
