node_id,node_type,properties_json
LOC-0184,Location,"{""location"": ""Pune"", ""latitude"": 18.5204, ""longitude"": 73.8567, ""phase"": ""Phase-1""}"
LOC-0185,Location,"{""location"": ""Kolkata"", ""latitude"": 22.5726, ""longitude"": 88.3639, ""phase"": ""Phase-2""}"
LOC-0186,Location,"{""location"": ""Jaipur"", ""latitude"": 26.9124, ""longitude"": 75.7873, ""phase"": ""Phase-3""}"
LOC-0187,Location,"{""location"": ""Ahmedabad"", ""latitude"": 23.0225, ""longitude"": 72.5714, ""phase"": ""Phase-1""}"
LOC-0188,Location,"{""location"": ""Jaipur"", ""latitude"": 26.9124, ""longitude"": 75.7873, ""phase"": ""Phase-2""}"
LOC-0189,Location,"{""location"": ""Mumbai"", ""latitude"": 19.076, ""longitude"": 72.8777, ""phase"": ""Phase-3""}"
LOC-0190,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-1""}"
LOC-0191,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-2""}"
LOC-0192,Location,"{""location"": ""Mumbai"", ""latitude"": 19.076, ""longitude"": 72.8777, ""phase"": ""Phase-3""}"
LOC-0193,Location,"{""location"": ""Kolkata"", ""latitude"": 22.5726, ""longitude"": 88.3639, ""phase"": ""Phase-1""}"
LOC-0194,Location,"{""location"": ""Delhi"", ""latitude"": 28.6139, ""longitude"": 77.209, ""phase"": ""Phase-2""}"
LOC-0195,Location,"{""location"": ""Lucknow"", ""latitude"": 26.8467, ""longitude"": 80.9462, ""phase"": ""Phase-3""}"
LOC-0196,Location,"{""location"": ""Ahmedabad"", ""latitude"": 23.0225, ""longitude"": 72.5714, ""phase"": ""Phase-1""}"
LOC-0197,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-2""}"
LOC-0198,Location,"{""location"": ""Lucknow"", ""latitude"": 26.8467, ""longitude"": 80.9462, ""phase"": ""Phase-3""}"
LOC-0199,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-1""}"
LOC-0200,Location,"{""location"": ""Delhi"", ""latitude"": 28.6139, ""longitude"": 77.209, ""phase"": ""Phase-2""}"
LOC-0201,Location,"{""location"": ""Mumbai"", ""latitude"": 19.076, ""longitude"": 72.8777, ""phase"": ""Phase-3""}"
LOC-0202,Location,"{""location"": ""Delhi"", ""latitude"": 28.6139, ""longitude"": 77.209, ""phase"": ""Phase-1""}"
LOC-0203,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-2""}"
LOC-0204,Location,"{""location"": ""Mumbai"", ""latitude"": 19.076, ""longitude"": 72.8777, ""phase"": ""Phase-3""}"
LOC-0205,Location,"{""location"": ""Delhi"", ""latitude"": 28.6139, ""longitude"": 77.209, ""phase"": ""Phase-1""}"
LOC-0206,Location,"{""location"": ""Kolkata"", ""latitude"": 22.5726, ""longitude"": 88.3639, ""phase"": ""Phase-2""}"
LOC-0207,Location,"{""location"": ""Mumbai"", ""latitude"": 19.076, ""longitude"": 72.8777, ""phase"": ""Phase-3""}"
LOC-0208,Location,"{""location"": ""Ahmedabad"", ""latitude"": 23.0225, ""longitude"": 72.5714, ""phase"": ""Phase-1""}"
LOC-0209,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-2""}"
LOC-0210,Location,"{""location"": ""Chennai"", ""latitude"": 13.0827, ""longitude"": 80.2707, ""phase"": ""Phase-3""}"
LOC-0211,Location,"{""location"": ""Jaipur"", ""latitude"": 26.9124, ""longitude"": 75.7873, ""phase"": ""Phase-1""}"
LOC-0212,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-2""}"
LOC-0213,Location,"{""location"": ""Ahmedabad"", ""latitude"": 23.0225, ""longitude"": 72.5714, ""phase"": ""Phase-3""}"
LOC-0214,Location,"{""location"": ""Hyderabad"", ""latitude"": 17.385, ""longitude"": 78.4867, ""phase"": ""Phase-1""}"
LOC-0215,Location,"{""location"": ""Lucknow"", ""latitude"": 26.8467, ""longitude"": 80.9462, ""phase"": ""Phase-2""}"
LOC-0216,Location,"{""location"": ""Lucknow"", ""latitude"": 26.8467, ""longitude"": 80.9462, ""phase"": ""Phase-3""}"
LOC-0217,Location,"{""location"": ""Jaipur"", ""latitude"": 26.9124, ""longitude"": 75.7873, ""phase"": ""Phase-1""}"
LOC-0218,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-2""}"
LOC-0219,Location,"{""location"": ""Jaipur"", ""latitude"": 26.9124, ""longitude"": 75.7873, ""phase"": ""Phase-3""}"
LOC-0220,Location,"{""location"": ""Pune"", ""latitude"": 18.5204, ""longitude"": 73.8567, ""phase"": ""Phase-1""}"
LOC-0221,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-2""}"
LOC-0222,Location,"{""location"": ""Mumbai"", ""latitude"": 19.076, ""longitude"": 72.8777, ""phase"": ""Phase-3""}"
LOC-0223,Location,"{""location"": ""Mumbai"", ""latitude"": 19.076, ""longitude"": 72.8777, ""phase"": ""Phase-1""}"
LOC-0224,Location,"{""location"": ""Pune"", ""latitude"": 18.5204, ""longitude"": 73.8567, ""phase"": ""Phase-2""}"
LOC-0225,Location,"{""location"": ""Kolkata"", ""latitude"": 22.5726, ""longitude"": 88.3639, ""phase"": ""Phase-3""}"
LOC-0226,Location,"{""location"": ""Pune"", ""latitude"": 18.5204, ""longitude"": 73.8567, ""phase"": ""Phase-1""}"
LOC-0227,Location,"{""location"": ""Pune"", ""latitude"": 18.5204, ""longitude"": 73.8567, ""phase"": ""Phase-2""}"
LOC-0228,Location,"{""location"": ""Jaipur"", ""latitude"": 26.9124, ""longitude"": 75.7873, ""phase"": ""Phase-3""}"
LOC-0229,Location,"{""location"": ""Delhi"", ""latitude"": 28.6139, ""longitude"": 77.209, ""phase"": ""Phase-1""}"
LOC-0230,Location,"{""location"": ""Mumbai"", ""latitude"": 19.076, ""longitude"": 72.8777, ""phase"": ""Phase-2""}"
LOC-0231,Location,"{""location"": ""Delhi"", ""latitude"": 28.6139, ""longitude"": 77.209, ""phase"": ""Phase-3""}"
LOC-0232,Location,"{""location"": ""Pune"", ""latitude"": 18.5204, ""longitude"": 73.8567, ""phase"": ""Phase-1""}"
LOC-0233,Location,"{""location"": ""Kolkata"", ""latitude"": 22.5726, ""longitude"": 88.3639, ""phase"": ""Phase-2""}"
LOC-0234,Location,"{""location"": ""Mumbai"", ""latitude"": 19.076, ""longitude"": 72.8777, ""phase"": ""Phase-3""}"
LOC-0235,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-1""}"
LOC-0236,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-2""}"
LOC-0237,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-3""}"
LOC-0238,Location,"{""location"": ""Ahmedabad"", ""latitude"": 23.0225, ""longitude"": 72.5714, ""phase"": ""Phase-1""}"
LOC-0239,Location,"{""location"": ""Jaipur"", ""latitude"": 26.9124, ""longitude"": 75.7873, ""phase"": ""Phase-2""}"
LOC-0240,Location,"{""location"": ""Hyderabad"", ""latitude"": 17.385, ""longitude"": 78.4867, ""phase"": ""Phase-3""}"
LOC-0241,Location,"{""location"": ""Pune"", ""latitude"": 18.5204, ""longitude"": 73.8567, ""phase"": ""Phase-1""}"
LOC-0242,Location,"{""location"": ""Hyderabad"", ""latitude"": 17.385, ""longitude"": 78.4867, ""phase"": ""Phase-2""}"
LOC-0243,Location,"{""location"": ""Chennai"", ""latitude"": 13.0827, ""longitude"": 80.2707, ""phase"": ""Phase-3""}"
LOC-0244,Location,"{""location"": ""Jaipur"", ""latitude"": 26.9124, ""longitude"": 75.7873, ""phase"": ""Phase-1""}"
LOC-0245,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-2""}"
LOC-0246,Location,"{""location"": ""Mumbai"", ""latitude"": 19.076, ""longitude"": 72.8777, ""phase"": ""Phase-3""}"
LOC-0247,Location,"{""location"": ""Jaipur"", ""latitude"": 26.9124, ""longitude"": 75.7873, ""phase"": ""Phase-1""}"
LOC-0248,Location,"{""location"": ""Ahmedabad"", ""latitude"": 23.0225, ""longitude"": 72.5714, ""phase"": ""Phase-2""}"
LOC-0249,Location,"{""location"": ""Mumbai"", ""latitude"": 19.076, ""longitude"": 72.8777, ""phase"": ""Phase-3""}"
LOC-0250,Location,"{""location"": ""Delhi"", ""latitude"": 28.6139, ""longitude"": 77.209, ""phase"": ""Phase-1""}"
LOC-0251,Location,"{""location"": ""Ahmedabad"", ""latitude"": 23.0225, ""longitude"": 72.5714, ""phase"": ""Phase-2""}"
LOC-0252,Location,"{""location"": ""Delhi"", ""latitude"": 28.6139, ""longitude"": 77.209, ""phase"": ""Phase-3""}"
LOC-0253,Location,"{""location"": ""Mumbai"", ""latitude"": 19.076, ""longitude"": 72.8777, ""phase"": ""Phase-1""}"
LOC-0254,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-2""}"
LOC-0255,Location,"{""location"": ""Hyderabad"", ""latitude"": 17.385, ""longitude"": 78.4867, ""phase"": ""Phase-3""}"
LOC-0256,Location,"{""location"": ""Pune"", ""latitude"": 18.5204, ""longitude"": 73.8567, ""phase"": ""Phase-1""}"
LOC-0257,Location,"{""location"": ""Jaipur"", ""latitude"": 26.9124, ""longitude"": 75.7873, ""phase"": ""Phase-2""}"
LOC-0258,Location,"{""location"": ""Jaipur"", ""latitude"": 26.9124, ""longitude"": 75.7873, ""phase"": ""Phase-3""}"
LOC-0259,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-1""}"
LOC-0260,Location,"{""location"": ""Pune"", ""latitude"": 18.5204, ""longitude"": 73.8567, ""phase"": ""Phase-2""}"
LOC-0261,Location,"{""location"": ""Delhi"", ""latitude"": 28.6139, ""longitude"": 77.209, ""phase"": ""Phase-3""}"
LOC-0262,Location,"{""location"": ""Hyderabad"", ""latitude"": 17.385, ""longitude"": 78.4867, ""phase"": ""Phase-1""}"
LOC-0263,Location,"{""location"": ""Pune"", ""latitude"": 18.5204, ""longitude"": 73.8567, ""phase"": ""Phase-2""}"
LOC-0264,Location,"{""location"": ""Delhi"", ""latitude"": 28.6139, ""longitude"": 77.209, ""phase"": ""Phase-3""}"
LOC-0265,Location,"{""location"": ""Pune"", ""latitude"": 18.5204, ""longitude"": 73.8567, ""phase"": ""Phase-1""}"
LOC-0266,Location,"{""location"": ""Chennai"", ""latitude"": 13.0827, ""longitude"": 80.2707, ""phase"": ""Phase-2""}"
LOC-0267,Location,"{""location"": ""Jaipur"", ""latitude"": 26.9124, ""longitude"": 75.7873, ""phase"": ""Phase-3""}"
LOC-0268,Location,"{""location"": ""Chennai"", ""latitude"": 13.0827, ""longitude"": 80.2707, ""phase"": ""Phase-1""}"
LOC-0269,Location,"{""location"": ""Pune"", ""latitude"": 18.5204, ""longitude"": 73.8567, ""phase"": ""Phase-2""}"
LOC-0270,Location,"{""location"": ""Ahmedabad"", ""latitude"": 23.0225, ""longitude"": 72.5714, ""phase"": ""Phase-3""}"
LOC-0271,Location,"{""location"": ""Jaipur"", ""latitude"": 26.9124, ""longitude"": 75.7873, ""phase"": ""Phase-1""}"
LOC-0272,Location,"{""location"": ""Hyderabad"", ""latitude"": 17.385, ""longitude"": 78.4867, ""phase"": ""Phase-2""}"
LOC-0273,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-3""}"
LOC-0274,Location,"{""location"": ""Chennai"", ""latitude"": 13.0827, ""longitude"": 80.2707, ""phase"": ""Phase-1""}"
LOC-0275,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-2""}"
LOC-0276,Location,"{""location"": ""Delhi"", ""latitude"": 28.6139, ""longitude"": 77.209, ""phase"": ""Phase-3""}"
LOC-0277,Location,"{""location"": ""Lucknow"", ""latitude"": 26.8467, ""longitude"": 80.9462, ""phase"": ""Phase-1""}"
LOC-0278,Location,"{""location"": ""Ahmedabad"", ""latitude"": 23.0225, ""longitude"": 72.5714, ""phase"": ""Phase-2""}"
LOC-0279,Location,"{""location"": ""Delhi"", ""latitude"": 28.6139, ""longitude"": 77.209, ""phase"": ""Phase-3""}"
LOC-0280,Location,"{""location"": ""Kolkata"", ""latitude"": 22.5726, ""longitude"": 88.3639, ""phase"": ""Phase-1""}"
LOC-0281,Location,"{""location"": ""Delhi"", ""latitude"": 28.6139, ""longitude"": 77.209, ""phase"": ""Phase-2""}"
LOC-0282,Location,"{""location"": ""Delhi"", ""latitude"": 28.6139, ""longitude"": 77.209, ""phase"": ""Phase-3""}"
LOC-0283,Location,"{""location"": ""Lucknow"", ""latitude"": 26.8467, ""longitude"": 80.9462, ""phase"": ""Phase-1""}"
LOC-0284,Location,"{""location"": ""Jaipur"", ""latitude"": 26.9124, ""longitude"": 75.7873, ""phase"": ""Phase-2""}"
LOC-0285,Location,"{""location"": ""Ahmedabad"", ""latitude"": 23.0225, ""longitude"": 72.5714, ""phase"": ""Phase-3""}"
LOC-0286,Location,"{""location"": ""Ahmedabad"", ""latitude"": 23.0225, ""longitude"": 72.5714, ""phase"": ""Phase-1""}"
LOC-0287,Location,"{""location"": ""Hyderabad"", ""latitude"": 17.385, ""longitude"": 78.4867, ""phase"": ""Phase-2""}"
LOC-0288,Location,"{""location"": ""Delhi"", ""latitude"": 28.6139, ""longitude"": 77.209, ""phase"": ""Phase-3""}"
LOC-0289,Location,"{""location"": ""Ahmedabad"", ""latitude"": 23.0225, ""longitude"": 72.5714, ""phase"": ""Phase-1""}"
LOC-0290,Location,"{""location"": ""Mumbai"", ""latitude"": 19.076, ""longitude"": 72.8777, ""phase"": ""Phase-2""}"
LOC-0291,Location,"{""location"": ""Hyderabad"", ""latitude"": 17.385, ""longitude"": 78.4867, ""phase"": ""Phase-3""}"
LOC-0292,Location,"{""location"": ""Mumbai"", ""latitude"": 19.076, ""longitude"": 72.8777, ""phase"": ""Phase-1""}"
LOC-0293,Location,"{""location"": ""Lucknow"", ""latitude"": 26.8467, ""longitude"": 80.9462, ""phase"": ""Phase-2""}"
LOC-0294,Location,"{""location"": ""Mumbai"", ""latitude"": 19.076, ""longitude"": 72.8777, ""phase"": ""Phase-3""}"
LOC-0295,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-1""}"
LOC-0296,Location,"{""location"": ""Pune"", ""latitude"": 18.5204, ""longitude"": 73.8567, ""phase"": ""Phase-2""}"
LOC-0297,Location,"{""location"": ""Mumbai"", ""latitude"": 19.076, ""longitude"": 72.8777, ""phase"": ""Phase-3""}"
LOC-0298,Location,"{""location"": ""Lucknow"", ""latitude"": 26.8467, ""longitude"": 80.9462, ""phase"": ""Phase-1""}"
LOC-0299,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-2""}"
LOC-0300,Location,"{""location"": ""Lucknow"", ""latitude"": 26.8467, ""longitude"": 80.9462, ""phase"": ""Phase-3""}"
LOC-0301,Location,"{""location"": ""Lucknow"", ""latitude"": 26.8467, ""longitude"": 80.9462, ""phase"": ""Phase-1""}"
LOC-0302,Location,"{""location"": ""Delhi"", ""latitude"": 28.6139, ""longitude"": 77.209, ""phase"": ""Phase-2""}"
LOC-0303,Location,"{""location"": ""Lucknow"", ""latitude"": 26.8467, ""longitude"": 80.9462, ""phase"": ""Phase-3""}"
LOC-0304,Location,"{""location"": ""Mumbai"", ""latitude"": 19.076, ""longitude"": 72.8777, ""phase"": ""Phase-1""}"
LOC-0305,Location,"{""location"": ""Pune"", ""latitude"": 18.5204, ""longitude"": 73.8567, ""phase"": ""Phase-2""}"
LOC-0306,Location,"{""location"": ""Lucknow"", ""latitude"": 26.8467, ""longitude"": 80.9462, ""phase"": ""Phase-3""}"
LOC-0307,Location,"{""location"": ""Lucknow"", ""latitude"": 26.8467, ""longitude"": 80.9462, ""phase"": ""Phase-1""}"
LOC-0308,Location,"{""location"": ""Ahmedabad"", ""latitude"": 23.0225, ""longitude"": 72.5714, ""phase"": ""Phase-2""}"
LOC-0309,Location,"{""location"": ""Kolkata"", ""latitude"": 22.5726, ""longitude"": 88.3639, ""phase"": ""Phase-3""}"
LOC-0310,Location,"{""location"": ""Chennai"", ""latitude"": 13.0827, ""longitude"": 80.2707, ""phase"": ""Phase-1""}"
LOC-0311,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-2""}"
LOC-0312,Location,"{""location"": ""Kolkata"", ""latitude"": 22.5726, ""longitude"": 88.3639, ""phase"": ""Phase-3""}"
LOC-0313,Location,"{""location"": ""Bengaluru"", ""latitude"": 12.9716, ""longitude"": 77.5946, ""phase"": ""Phase-1""}"
LOC-0314,Location,"{""location"": ""Chennai"", ""latitude"": 13.0827, ""longitude"": 80.2707, ""phase"": ""Phase-2""}"
LOC-0315,Location,"{""location"": ""Pune"", ""latitude"": 18.5204, ""longitude"": 73.8567, ""phase"": ""Phase-3""}"
LOC-0316,Location,"{""location"": ""Hyderabad"", ""latitude"": 17.385, ""longitude"": 78.4867, ""phase"": ""Phase-1""}"
LOC-0317,Location,"{""location"": ""Chennai"", ""latitude"": 13.0827, ""longitude"": 80.2707, ""phase"": ""Phase-2""}"
LOC-0318,Location,"{""location"": ""Jaipur"", ""latitude"": 26.9124, ""longitude"": 75.7873, ""phase"": ""Phase-3""}"
LOC-0319,Location,"{""location"": ""Kolkata"", ""latitude"": 22.5726, ""longitude"": 88.3639, ""phase"": ""Phase-1""}"
LOC-0320,Location,"{""location"": ""Mumbai"", ""latitude"": 19.076, ""longitude"": 72.8777, ""phase"": ""Phase-2""}"
LOC-0321,Location,"{""location"": ""Delhi"", ""latitude"": 28.6139, ""longitude"": 77.209, ""phase"": ""Phase-3""}"
